OrderID,CustomerID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCodeShipCountry,ProductID,UnitPrice,Quantity,Discount
11214,VICTE,1904-01-28,1901-08-23,1977-02-17,3,582.69,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,53.27,4.25,0
11215,VICTE,1947-12-14,1947-01-17,1983-04-30,3,597.14,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,8.42,10.6,0
11216,VICTE,1901-08-04,1953-04-15,2005-03-05,3,643.98,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,55.61,3.71,0
11217,VICTE,1989-06-04,1995-12-14,2007-02-07,3,377.17,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,63.05,4.39,0
11218,VICTE,1928-12-17,1975-12-04,1969-11-09,3,449.45,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,3.41,8.95,0
11219,VICTE,1978-02-19,1953-07-15,2007-11-13,3,494.53,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,100.32,1.41,0
11220,VICTE,1990-08-12,1963-04-28,1970-06-06,3,886.46,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,47.02,2.36,0
11221,VICTE,1970-12-11,1990-10-11,1979-07-03,3,367.86,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,3.04,10.51,0
11222,VICTE,1967-10-01,1916-05-20,1944-02-14,3,844.93,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,100.73,6.67,0
11223,VICTE,1988-08-11,1938-07-08,1961-01-31,3,77.73,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,15.49,9.01,0
11224,VICTE,1956-01-20,1957-02-05,1937-09-24,3,422.14,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,37.63,9.15,0
11225,VICTE,1985-11-14,1995-12-21,1944-05-09,3,796.96,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,41.69,10.89,0
11226,VICTE,1903-10-01,1917-05-21,1953-08-14,3,859.57,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,53.73,2.48,0
11227,VICTE,1995-12-12,2014-06-04,2015-06-07,3,646.04,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,70.22,9.63,0
11228,VICTE,1961-03-17,2012-03-03,1919-07-13,3,717.46,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,89.58,10.42,0
11229,VICTE,1926-04-19,1903-08-21,1904-03-08,3,240.12,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,43.33,3.93,0
11230,VICTE,1957-02-26,1955-11-06,1904-09-07,3,555.14,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,50.3,7.19,0
11231,VICTE,1935-04-06,1993-10-13,1917-05-13,3,217.25,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,34.71,2.59,0
11232,VICTE,1997-04-13,1922-07-31,1957-11-22,3,102.39,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,76.83,10.44,0
11233,VICTE,1905-06-19,2014-04-10,1942-02-15,3,769.02,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,91.6,6.7,0
11234,VICTE,1925-03-30,1906-05-19,1947-08-20,3,452.59,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,45.45,3.53,0
11235,VICTE,1940-07-03,1934-04-29,1971-04-06,3,609.4,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,5.7,3.92,0
11236,VICTE,1954-12-20,2009-07-11,1923-02-20,3,899.45,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,6.63,8.6,0
11237,VICTE,1942-05-03,1962-10-01,1936-02-05,3,825.8,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,3.08,10.54,0
11238,VICTE,1924-08-05,1937-01-27,1904-06-16,3,48.7,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,32.64,8.07,0
11239,VICTE,1951-04-30,1989-02-13,1984-04-16,3,915.14,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,8.77,9.9,0
11240,VICTE,1948-12-05,1969-08-19,1968-02-13,3,318.87,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,96.28,2.22,0
11241,VICTE,1956-11-25,2000-06-16,1907-07-27,3,655.94,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,67.27,3.54,0
11242,VICTE,1921-09-27,1945-12-09,1912-08-22,3,559.83,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,56.78,4.73,0
11243,VICTE,1909-06-07,1969-06-18,1989-01-01,3,792.16,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,31.12,2.07,0
11244,VICTE,1904-12-07,1950-05-13,1981-03-02,3,646.75,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,92.99,10.83,0
11245,VICTE,1973-04-06,1918-06-11,1945-09-22,3,304.42,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,31.71,7.55,0
11246,VICTE,1900-05-05,1960-05-04,1949-02-23,3,804.58,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,31.74,8.99,0
11247,VICTE,1944-08-31,2013-08-21,1949-02-06,3,39.46,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,13.78,3.99,0
11248,VICTE,1956-06-10,1991-03-16,1974-12-03,3,640.56,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,35.95,10.85,0
11249,VICTE,2002-09-15,1990-11-25,1993-12-28,3,315.88,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,18.25,2.16,0
11250,VICTE,1910-01-24,2009-06-07,1956-12-05,3,491.21,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,75.42,1.39,0
11251,VICTE,1943-12-17,1962-02-07,1944-07-21,3,198.26,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,61.01,7.6,0
11252,VICTE,2011-02-21,1967-08-07,1938-08-07,3,957.12,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,68.64,7.8,0
11253,VICTE,2009-06-30,1908-11-13,1976-07-06,3,536.79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,36.32,6.8,0
11254,VICTE,1923-03-05,2010-06-09,1992-07-04,3,447.7,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,69.24,10.24,0
11255,VICTE,1984-01-07,1971-01-24,1962-02-21,3,573.74,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,49.36,5.02,0
11256,VICTE,2013-07-01,2016-09-10,1951-05-30,3,977.52,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,56.94,3.29,0
11257,VICTE,1923-04-07,1925-06-30,1949-11-14,3,544.43,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,4.95,8.53,0
11258,VICTE,1987-06-09,1996-10-20,1918-08-11,3,238.56,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,13.93,5.11,0
11259,VICTE,1946-01-19,1909-10-11,2016-01-10,3,699.65,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,69.46,7.66,0
11260,VICTE,1911-12-27,2005-08-12,1943-05-02,3,788.54,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,4.28,10.09,0
11261,VICTE,2001-11-05,1967-01-31,1927-02-13,3,432.14,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,69.42,1.21,0
11262,VICTE,1916-08-11,1935-10-25,1934-04-14,3,281.24,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,61.81,6.81,0
11263,VICTE,1924-08-02,1978-02-21,1915-05-22,3,11.81,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,26.22,10.49,0
11264,VICTE,1962-03-16,1972-06-23,2001-03-14,3,102.84,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,4.54,8.68,0
11265,VICTE,1997-04-08,1905-08-20,1994-07-01,3,229.26,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,94.26,4.22,0
11266,VICTE,1975-10-19,1915-10-06,1908-01-27,3,340.76,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,28.72,3.84,0
11267,VICTE,2006-08-15,1944-01-27,2002-01-06,3,527.26,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,30.37,4.94,0
11268,VICTE,1945-03-02,1969-10-19,1969-12-24,3,488.83,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,99.75,9.6,0
11269,VICTE,2014-08-08,2009-09-18,1926-07-23,3,703.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,83.9,4.03,0
11270,VICTE,1915-08-15,1918-09-17,1939-09-12,3,792.97,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,50,10.48,0
11271,VICTE,1929-06-13,1954-07-20,1965-02-07,3,300.07,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,47.19,4.51,0
11272,VICTE,1989-06-15,1914-05-04,1970-01-28,3,921.86,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,99.87,5.65,0
11273,VICTE,1930-03-05,1900-03-13,1974-02-17,3,233.57,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,19.64,6.03,0
11274,VICTE,1995-09-01,1970-02-13,2009-12-16,3,517.44,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,73.87,1.2,0
11275,VICTE,1972-11-09,1990-03-13,1992-11-03,3,520.26,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,9.85,5.16,0
11276,VICTE,1922-05-29,1998-04-09,2012-01-29,3,777.9,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,97.67,7.67,0
11277,VICTE,2019-07-13,2013-01-09,1979-10-15,3,188.18,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,5.57,9.67,0
11278,VICTE,1996-09-18,1944-11-17,1904-10-19,3,373,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,99.41,7.14,0
11279,VICTE,2008-11-09,1935-10-02,1930-07-09,3,831.36,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,14.85,5.04,0
11280,VICTE,1922-12-18,2017-07-09,1907-11-02,3,779.71,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,88.32,10.7,0
11281,VICTE,2002-03-04,1970-07-28,1987-12-26,3,546.39,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,25.24,10.2,0
11282,VICTE,1922-04-30,1957-05-25,1927-05-31,3,79.46,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,67.69,7.47,0
11283,VICTE,1971-10-06,1953-10-11,1905-01-11,3,598.45,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,59.39,2.36,0
11284,VICTE,1952-06-11,1998-10-12,2018-06-29,3,948.93,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,55.45,5.88,0
11285,VICTE,1996-10-05,1966-12-24,2010-04-18,3,773.52,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,47.67,1.73,0
11286,VICTE,1955-08-16,1961-08-21,1953-12-29,3,142.26,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,24.28,9.1,0
11287,VICTE,2009-08-28,2014-03-20,1979-08-31,3,868.58,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,44.07,6.9,0
11288,VICTE,1965-09-01,1965-12-13,1907-03-02,3,142.88,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,51.51,4.83,0
11289,VICTE,1990-06-26,1995-12-28,1916-02-08,3,483.23,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,69.61,7.99,0
11290,VICTE,1906-08-26,1916-11-13,2015-11-02,3,353.73,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,48.78,10.9,0
11291,VICTE,1937-08-16,1946-09-23,1936-10-31,3,510.72,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,84.42,3.51,0
11292,VICTE,1956-12-07,1948-07-01,2000-02-02,3,442.57,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,78.63,5.01,0
11293,VICTE,1903-09-19,1970-05-01,1944-08-26,3,158.68,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,36.85,3.77,0
11294,VICTE,1939-08-14,1919-11-08,1949-12-02,3,83.65,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,97.98,8.08,0
11295,VICTE,1936-07-21,1994-09-11,2009-11-03,3,764.91,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,62.12,9.15,0
11296,VICTE,1981-11-18,1961-02-10,1983-08-04,3,311.91,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,12.25,4.79,0
11297,VICTE,2015-09-21,1972-01-01,2002-12-02,3,32.18,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,34.7,5.48,0
11298,VICTE,1953-11-22,1900-07-17,1977-09-02,3,315.69,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,10.51,6.22,0
11299,VICTE,2019-04-20,1902-10-07,1961-06-19,3,381.92,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,81.02,5.85,0
11300,VICTE,1943-03-28,1932-05-14,1918-08-23,3,15.74,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,4.87,2.48,0
11301,VICTE,1903-11-26,1981-09-29,1991-12-14,3,288.02,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,23.96,2.24,0
11302,VICTE,2013-12-11,1962-01-19,1997-02-26,3,620.76,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,26.17,3.16,0
11303,VICTE,1944-06-14,1914-09-01,1989-02-19,3,397.68,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,15.92,5.34,0
11304,VICTE,1955-11-15,1998-06-25,1983-04-30,3,855.25,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,2.21,6.41,0
11305,VICTE,2003-07-17,1943-09-28,1997-09-07,3,614,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,69.54,1.49,0
11306,VICTE,1911-07-25,1927-07-07,1978-09-06,3,374.75,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,76,9.38,0
11307,VICTE,1955-12-01,1936-10-12,1983-11-16,3,377.8,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,36.82,4.71,0
11308,VICTE,1976-09-21,1929-12-25,1903-10-21,3,399.82,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,89.84,8.56,0
11309,VICTE,1923-08-12,1911-09-19,1933-02-13,3,620.41,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,91.11,9.93,0
11310,VICTE,1947-12-05,2017-02-25,2007-12-17,3,405.39,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,62.38,3.46,0
11311,VICTE,1971-01-25,1996-01-22,1938-01-20,3,547.6,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,25.85,5.83,0
11312,VICTE,1964-03-21,1924-10-05,1948-02-21,3,201.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,64.9,1.15,0
11313,VICTE,1922-11-08,1994-02-06,2014-06-07,3,626.57,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,92.09,9.05,0
11314,VICTE,1920-05-05,1982-05-12,1996-11-27,3,397.93,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,33.34,8.58,0
11315,VICTE,1978-11-05,1962-08-15,1961-07-20,3,519.89,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,55.21,5.24,0
11316,VICTE,1996-05-07,2000-02-25,1997-05-16,3,844.24,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,1.13,3.71,0
11317,VICTE,1961-02-19,1979-06-20,1901-08-08,3,481.48,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,73.64,6.93,0
11318,VICTE,1962-07-12,2001-10-25,1983-09-20,3,570.97,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,75.2,8.89,0
11319,VICTE,1941-09-20,2000-01-22,1923-03-09,3,959.53,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,66.1,2.94,0
11320,VICTE,1949-04-24,2011-10-01,2013-08-07,3,239.93,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,85.51,6.93,0
11321,VICTE,1975-07-23,1994-07-25,2004-06-16,3,616.9,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,72.85,8.91,0
11322,VICTE,1973-10-12,1946-09-10,1993-11-18,3,547.22,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,15.29,7.77,0
11323,VICTE,1954-09-29,1917-10-10,1961-09-28,3,780.53,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,74.22,4.04,0
11324,VICTE,2003-07-17,1919-02-05,1925-04-20,3,628.84,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,30.93,7.12,0
11325,VICTE,1974-11-23,2006-09-11,1978-04-10,3,701.55,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,56.23,8.24,0
11326,VICTE,1978-05-26,1954-09-14,1953-08-18,3,218.67,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,42.97,2.47,0
11327,VICTE,1900-04-30,1908-10-05,1980-01-25,3,40.08,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,47.88,1.29,0
11328,VICTE,1965-05-03,1947-03-03,1983-02-14,3,778.63,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,26.38,9.24,0
11329,VICTE,1917-08-17,2017-08-16,1943-09-01,3,529.93,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,74.94,8.62,0
11330,VICTE,1958-08-07,1974-07-31,1903-07-17,3,955.29,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,68.61,4.53,0
11331,VICTE,1939-05-13,1939-12-15,2008-01-20,3,199.28,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,8.74,6.67,0
11332,VICTE,1983-05-14,1903-04-02,1921-01-08,3,88.23,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,5.67,5.83,0
11333,VICTE,1960-06-22,2001-04-05,2006-05-07,3,972.36,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,72.6,7.87,0
11334,VICTE,1951-06-16,1902-01-12,1965-07-24,3,947.35,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,32.99,8.07,0
11335,VICTE,1933-02-22,1995-05-01,1995-11-09,3,732.65,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,94.41,9.72,0
11336,VICTE,2002-12-02,1997-01-04,1979-12-26,3,98.05,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,51.25,7.65,0
11337,VICTE,1976-08-01,2012-01-09,1956-05-21,3,455.47,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,34.46,1.89,0
11338,VICTE,1954-06-11,2009-06-22,1989-10-06,3,295.92,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,28.32,8.05,0
11339,VICTE,1999-09-29,1901-07-19,2014-01-11,3,427.54,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,77.72,3.18,0
11340,VICTE,1921-09-12,1962-09-13,1997-04-12,3,802.69,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,82.24,5.51,0
11341,VICTE,1990-06-11,1922-03-15,1986-01-27,3,89.82,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,71,8.39,6.02,0
11342,VICTE,1981-01-23,2018-06-11,2007-09-07,3,192.23,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,24.69,7.11,0
11343,VICTE,2001-01-07,1936-01-21,1930-10-03,3,528.49,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,40.91,1.7,0
11344,VICTE,1915-05-08,1930-10-07,1920-03-31,3,915.72,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,36,93.26,8.71,0
11345,VICTE,1977-09-25,2001-01-18,2003-08-26,3,333.53,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,France,51100,11,27.2,7.37,0
