ProductID,ProductName,CategoryID,unitPrice
247,Gustaf's Knäckebröd,5,35.22
248,Singaporean Hokkien Fried Mee,5,97.11
249,Singaporean Hokkien Fried Mee,5,51.94
250,Singaporean Hokkien Fried Mee,5,89.78
251,Singaporean Hokkien Fried Mee,5,41.98
252,Gustaf's Knäckebröd,5,86.67
253,Gustaf's Knäckebröd,5,34.97
254,Gustaf's Knäckebröd,5,55.84
255,Queso Manchego La Pastora,5,90.72
256,Singaporean Hokkien Fried Mee,5,85.76
257,Singaporean Hokkien Fried Mee,5,71.45
258,Singaporean Hokkien Fried Mee,5,34.97
259,Queso Manchego La Pastora,5,24.3
260,Gustaf's Knäckebröd,5,42.5
261,Gustaf's Knäckebröd,5,56.56
262,Gustaf's Knäckebröd,5,77.69
263,Singaporean Hokkien Fried Mee,5,68.38
264,Gustaf's Knäckebröd,5,77.1
265,Gustaf's Knäckebröd,5,34.63
266,Queso Manchego La Pastora,5,46.94
267,Gustaf's Knäckebröd,5,36.57
268,Gustaf's Knäckebröd,5,86.85
269,Queso Manchego La Pastora,5,77
270,Queso Manchego La Pastora,5,97
271,Queso Manchego La Pastora,5,48.52
272,Singaporean Hokkien Fried Mee,5,54.76
273,Queso Manchego La Pastora,5,23.79
274,Queso Manchego La Pastora,5,94.9
275,Gustaf's Knäckebröd,5,88.34
276,Queso Manchego La Pastora,5,12.44
277,Queso Manchego La Pastora,5,98.16
278,Queso Manchego La Pastora,5,19.82
279,Gustaf's Knäckebröd,5,71.36
280,Gustaf's Knäckebröd,5,95.76
281,Singaporean Hokkien Fried Mee,5,43.14
282,Gustaf's Knäckebröd,5,85.13
283,Queso Manchego La Pastora,5,26.8
284,Gustaf's Knäckebröd,5,76.04
285,Queso Manchego La Pastora,5,95.51
286,Queso Manchego La Pastora,5,56.14
287,Queso Manchego La Pastora,5,88.06
288,Gustaf's Knäckebröd,5,75.95
289,Queso Manchego La Pastora,5,70.96
290,Singaporean Hokkien Fried Mee,5,38.4
291,Singaporean Hokkien Fried Mee,5,45.9
292,Singaporean Hokkien Fried Mee,5,20.2
293,Singaporean Hokkien Fried Mee,5,55.68
294,Gustaf's Knäckebröd,5,89.24
295,Singaporean Hokkien Fried Mee,5,36.84
296,Singaporean Hokkien Fried Mee,5,88.97
297,Queso Manchego La Pastora,5,27.49
298,Singaporean Hokkien Fried Mee,5,99.13
299,Gustaf's Knäckebröd,5,11.16
300,Singaporean Hokkien Fried Mee,5,30.85
301,Singaporean Hokkien Fried Mee,5,97.34
302,Queso Manchego La Pastora,5,17.11
303,Singaporean Hokkien Fried Mee,5,28.06
304,Queso Manchego La Pastora,5,66.97
305,Gustaf's Knäckebröd,5,81.36
306,Queso Manchego La Pastora,5,77.69
307,Queso Manchego La Pastora,5,90.29
308,Gustaf's Knäckebröd,5,17.08
309,Gustaf's Knäckebröd,5,96.77
310,Queso Manchego La Pastora,5,89.01
311,Gustaf's Knäckebröd,5,14.75
312,Queso Manchego La Pastora,5,56.18
313,Queso Manchego La Pastora,5,78.54
314,Queso Manchego La Pastora,5,95.95
315,Queso Manchego La Pastora,5,27.5
316,Singaporean Hokkien Fried Mee,5,86.72
317,Queso Manchego La Pastora,5,36.97
318,Gustaf's Knäckebröd,5,10.79
319,Singaporean Hokkien Fried Mee,5,11.45
320,Queso Manchego La Pastora,5,16.82
321,Singaporean Hokkien Fried Mee,5,96.38
322,Singaporean Hokkien Fried Mee,5,61.37
323,Queso Manchego La Pastora,5,85.3
324,Singaporean Hokkien Fried Mee,5,97.16
325,Queso Manchego La Pastora,5,37.41
326,Singaporean Hokkien Fried Mee,5,14
327,Gustaf's Knäckebröd,5,29.39
328,Gustaf's Knäckebröd,5,57.25
329,Queso Manchego La Pastora,5,52.9
330,Queso Manchego La Pastora,5,40.39
331,Gustaf's Knäckebröd,5,94.46
332,Singaporean Hokkien Fried Mee,5,57.6
333,Gustaf's Knäckebröd,5,63.34
334,Singaporean Hokkien Fried Mee,5,49.24
335,Gustaf's Knäckebröd,5,96.25
336,Gustaf's Knäckebröd,5,52.1
337,Gustaf's Knäckebröd,5,34.72
338,Singaporean Hokkien Fried Mee,5,23.16
339,Queso Manchego La Pastora,5,72.3
340,Queso Manchego La Pastora,5,28.92
341,Singaporean Hokkien Fried Mee,5,65.91
342,Queso Manchego La Pastora,5,53.45
343,Queso Manchego La Pastora,5,30.24
344,Singaporean Hokkien Fried Mee,5,48.3
345,Singaporean Hokkien Fried Mee,5,61.57
346,Queso Manchego La Pastora,5,68.04
347,Queso Manchego La Pastora,5,98.06
348,Singaporean Hokkien Fried Mee,5,21.42
349,Queso Manchego La Pastora,5,47.05
350,Queso Manchego La Pastora,5,53.48
351,Gustaf's Knäckebröd,5,53.74
352,Gustaf's Knäckebröd,5,93.19
353,Singaporean Hokkien Fried Mee,5,13.9
354,Singaporean Hokkien Fried Mee,5,13.13
355,Singaporean Hokkien Fried Mee,5,65.57
356,Gustaf's Knäckebröd,5,94.15
357,Queso Manchego La Pastora,5,99.06
358,Singaporean Hokkien Fried Mee,5,26.51
359,Queso Manchego La Pastora,5,45.34
360,Queso Manchego La Pastora,5,57.55
361,Gustaf's Knäckebröd,5,20.7
362,Queso Manchego La Pastora,5,27.98
363,Queso Manchego La Pastora,5,33.84
364,Queso Manchego La Pastora,5,60.06
365,Gustaf's Knäckebröd,5,27.84
366,Gustaf's Knäckebröd,5,14.9
367,Gustaf's Knäckebröd,5,55.74
368,Queso Manchego La Pastora,5,50.65
369,Queso Manchego La Pastora,5,28.78
370,Singaporean Hokkien Fried Mee,5,68.75
371,Singaporean Hokkien Fried Mee,5,32.24
372,Singaporean Hokkien Fried Mee,5,21.29
373,Singaporean Hokkien Fried Mee,5,38.02
374,Gustaf's Knäckebröd,5,79.17
375,Gustaf's Knäckebröd,5,41.15
376,Gustaf's Knäckebröd,5,55.49
377,Queso Manchego La Pastora,5,26.27
378,Queso Manchego La Pastora,5,46.5
379,Gustaf's Knäckebröd,5,73.29
380,Queso Manchego La Pastora,5,85.73
381,Queso Manchego La Pastora,5,61.51
382,Singaporean Hokkien Fried Mee,5,75.5
383,Singaporean Hokkien Fried Mee,5,36.65
384,Gustaf's Knäckebröd,5,26.01
385,Singaporean Hokkien Fried Mee,5,28.05
386,Singaporean Hokkien Fried Mee,5,75.59
387,Gustaf's Knäckebröd,5,91.61
388,Gustaf's Knäckebröd,5,93.1
389,Gustaf's Knäckebröd,5,50.23
390,Queso Manchego La Pastora,5,14.35
391,Queso Manchego La Pastora,5,35.9
392,Gustaf's Knäckebröd,5,49.02
393,Gustaf's Knäckebröd,5,61.42
394,Queso Manchego La Pastora,5,32.47
395,Queso Manchego La Pastora,5,32.05
396,Singaporean Hokkien Fried Mee,5,14.24
397,Queso Manchego La Pastora,5,78.94
398,Queso Manchego La Pastora,5,42.04
399,Gustaf's Knäckebröd,5,93.2
400,Singaporean Hokkien Fried Mee,5,97.54
401,Singaporean Hokkien Fried Mee,5,40.83
402,Queso Manchego La Pastora,5,53.75
403,Queso Manchego La Pastora,5,54.11
404,Singaporean Hokkien Fried Mee,5,92.51
405,Queso Manchego La Pastora,5,39.66
406,Queso Manchego La Pastora,5,30.03
407,Singaporean Hokkien Fried Mee,5,18.14
408,Queso Manchego La Pastora,5,62.87
409,Singaporean Hokkien Fried Mee,5,14.35
410,Gustaf's Knäckebröd,5,19.5
411,Queso Manchego La Pastora,5,64.59
412,Queso Manchego La Pastora,5,54.48
413,Singaporean Hokkien Fried Mee,5,88.51
414,Gustaf's Knäckebröd,5,82.11
415,Singaporean Hokkien Fried Mee,5,95.35
416,Singaporean Hokkien Fried Mee,5,25.01
417,Singaporean Hokkien Fried Mee,5,100.68
418,Singaporean Hokkien Fried Mee,5,94.17
419,Gustaf's Knäckebröd,5,96.05
420,Queso Manchego La Pastora,5,59.03
421,Queso Manchego La Pastora,5,73.22
422,Gustaf's Knäckebröd,5,78.62
423,Queso Manchego La Pastora,5,54.09
424,Queso Manchego La Pastora,5,23.34
425,Gustaf's Knäckebröd,5,39.65
426,Singaporean Hokkien Fried Mee,5,77.27
427,Gustaf's Knäckebröd,5,55.59
428,Gustaf's Knäckebröd,5,46.97
429,Queso Manchego La Pastora,5,29.13
430,Queso Manchego La Pastora,5,14.07
431,Queso Manchego La Pastora,5,73.15
432,Gustaf's Knäckebröd,5,83.28
433,Queso Manchego La Pastora,5,94.25
434,Singaporean Hokkien Fried Mee,5,26.09
435,Queso Manchego La Pastora,5,96.86
436,Singaporean Hokkien Fried Mee,5,58.25
437,Gustaf's Knäckebröd,5,11.2
438,Singaporean Hokkien Fried Mee,5,78.34
439,Singaporean Hokkien Fried Mee,5,40.47
440,Singaporean Hokkien Fried Mee,5,38.82
441,Gustaf's Knäckebröd,5,15.7
442,Singaporean Hokkien Fried Mee,5,76.32
443,Singaporean Hokkien Fried Mee,5,54.07
444,Gustaf's Knäckebröd,5,84.74
445,Queso Manchego La Pastora,5,17.67
446,Queso Manchego La Pastora,5,47.04
447,Queso Manchego La Pastora,5,56.32
448,Queso Manchego La Pastora,5,25.24
449,Gustaf's Knäckebröd,5,58.08
450,Singaporean Hokkien Fried Mee,5,33.56
451,Queso Manchego La Pastora,5,83.26
452,Queso Manchego La Pastora,5,96.35
453,Queso Manchego La Pastora,5,79.05
454,Gustaf's Knäckebröd,5,35.41
455,Singaporean Hokkien Fried Mee,5,32.65
456,Queso Manchego La Pastora,5,100.3
457,Queso Manchego La Pastora,5,94.78
458,Gustaf's Knäckebröd,5,10.29
459,Gustaf's Knäckebröd,5,34.72
460,Gustaf's Knäckebröd,5,68.89
461,Singaporean Hokkien Fried Mee,5,60.3
462,Singaporean Hokkien Fried Mee,5,26.59
463,Queso Manchego La Pastora,5,33.92
464,Queso Manchego La Pastora,5,64.28
465,Singaporean Hokkien Fried Mee,5,75.08
466,Queso Manchego La Pastora,5,74.33
467,Singaporean Hokkien Fried Mee,5,19.81
468,Singaporean Hokkien Fried Mee,5,66.77
469,Singaporean Hokkien Fried Mee,5,20.24
470,Singaporean Hokkien Fried Mee,5,82.58
471,Gustaf's Knäckebröd,5,17.12
472,Gustaf's Knäckebröd,5,94.42
473,Queso Manchego La Pastora,5,48.48
474,Queso Manchego La Pastora,5,98.8
475,Singaporean Hokkien Fried Mee,5,26.01
476,Singaporean Hokkien Fried Mee,5,28.94
477,Queso Manchego La Pastora,5,88.4
478,Queso Manchego La Pastora,5,81.99
479,Queso Manchego La Pastora,5,96.85
480,Gustaf's Knäckebröd,5,19.3
481,Gustaf's Knäckebröd,5,13.83
482,Queso Manchego La Pastora,5,99.33
483,Queso Manchego La Pastora,5,44.49
484,Gustaf's Knäckebröd,5,62.36
485,Queso Manchego La Pastora,5,26.71
486,Singaporean Hokkien Fried Mee,5,38.52
487,Singaporean Hokkien Fried Mee,5,80.9
488,Gustaf's Knäckebröd,5,37.52
489,Queso Manchego La Pastora,5,52.51
490,Gustaf's Knäckebröd,5,28.88
491,Queso Manchego La Pastora,5,19.58
492,Queso Manchego La Pastora,5,42.25
493,Singaporean Hokkien Fried Mee,5,64.87
494,Queso Manchego La Pastora,5,12.49
495,Queso Manchego La Pastora,5,49.63
496,Queso Manchego La Pastora,5,79
497,Singaporean Hokkien Fried Mee,5,96.05
498,Gustaf's Knäckebröd,5,17.83
499,Queso Manchego La Pastora,5,96.69
500,Gustaf's Knäckebröd,5,64.56
501,Gustaf's Knäckebröd,5,49.95
502,Gustaf's Knäckebröd,5,43.63
503,Singaporean Hokkien Fried Mee,5,73.79
504,Singaporean Hokkien Fried Mee,5,27.6
505,Gustaf's Knäckebröd,5,30.45
506,Gustaf's Knäckebröd,5,60.32
507,Gustaf's Knäckebröd,5,37.17
508,Singaporean Hokkien Fried Mee,5,67.39
509,Gustaf's Knäckebröd,5,96.68
510,Gustaf's Knäckebröd,5,56.68
511,Gustaf's Knäckebröd,5,61.96
512,Gustaf's Knäckebröd,5,80.66
513,Singaporean Hokkien Fried Mee,5,82.03
514,Queso Manchego La Pastora,5,26.27
515,Singaporean Hokkien Fried Mee,5,45.33
516,Gustaf's Knäckebröd,5,100.67
517,Queso Manchego La Pastora,5,85.64
518,Queso Manchego La Pastora,5,34.69
519,Queso Manchego La Pastora,5,70.4
520,Gustaf's Knäckebröd,5,67.27
521,Singaporean Hokkien Fried Mee,5,19.98
522,Gustaf's Knäckebröd,5,34.96
523,Gustaf's Knäckebröd,5,90.31
524,Queso Manchego La Pastora,5,84.33
525,Gustaf's Knäckebröd,5,70.28
526,Queso Manchego La Pastora,5,43.8
527,Gustaf's Knäckebröd,5,98.15
528,Gustaf's Knäckebröd,5,15.45
529,Singaporean Hokkien Fried Mee,5,17.13
530,Queso Manchego La Pastora,5,16.48
531,Singaporean Hokkien Fried Mee,5,10.21
532,Queso Manchego La Pastora,5,67.76
533,Singaporean Hokkien Fried Mee,5,13.47
534,Queso Manchego La Pastora,5,31.93
535,Singaporean Hokkien Fried Mee,5,31.01
536,Gustaf's Knäckebröd,5,68.11
537,Gustaf's Knäckebröd,5,75.97
538,Gustaf's Knäckebröd,5,95.98
539,Gustaf's Knäckebröd,5,70.22
540,Singaporean Hokkien Fried Mee,5,23.77
541,Singaporean Hokkien Fried Mee,5,95.62
542,Singaporean Hokkien Fried Mee,5,18.12
543,Gustaf's Knäckebröd,5,16.78
544,Gustaf's Knäckebröd,5,54.05
545,Gustaf's Knäckebröd,5,48.32
546,Gustaf's Knäckebröd,5,78.51
547,Queso Manchego La Pastora,5,44.42
548,Queso Manchego La Pastora,5,42.92
549,Queso Manchego La Pastora,5,49.82
550,Queso Manchego La Pastora,5,69.93
551,Singaporean Hokkien Fried Mee,5,41.51
552,Singaporean Hokkien Fried Mee,5,14
553,Singaporean Hokkien Fried Mee,5,12.94
554,Queso Manchego La Pastora,5,97.45
555,Gustaf's Knäckebröd,5,60.94
556,Gustaf's Knäckebröd,5,92.55
557,Queso Manchego La Pastora,5,57.29
558,Gustaf's Knäckebröd,5,92.56
559,Singaporean Hokkien Fried Mee,5,91.63
560,Queso Manchego La Pastora,5,28.57
561,Gustaf's Knäckebröd,5,12.87
562,Gustaf's Knäckebröd,5,18.24
563,Queso Manchego La Pastora,5,21.54
564,Gustaf's Knäckebröd,5,42.84
565,Singaporean Hokkien Fried Mee,5,19.17
566,Singaporean Hokkien Fried Mee,5,17.08
567,Queso Manchego La Pastora,5,51.83
568,Singaporean Hokkien Fried Mee,5,10.97
569,Gustaf's Knäckebröd,5,75.78
570,Gustaf's Knäckebröd,5,99.92
571,Singaporean Hokkien Fried Mee,5,35.36
572,Queso Manchego La Pastora,5,91.36
573,Queso Manchego La Pastora,5,12.67
574,Gustaf's Knäckebröd,5,89.64
575,Singaporean Hokkien Fried Mee,5,53.01
576,Gustaf's Knäckebröd,5,24.29
577,Gustaf's Knäckebröd,5,95.81
578,Gustaf's Knäckebröd,5,48.6
579,Queso Manchego La Pastora,5,64.75
580,Queso Manchego La Pastora,5,45.98
581,Gustaf's Knäckebröd,5,90.54
582,Gustaf's Knäckebröd,5,41.43
583,Queso Manchego La Pastora,5,66.38
584,Singaporean Hokkien Fried Mee,5,81.16
585,Singaporean Hokkien Fried Mee,5,74.15
586,Gustaf's Knäckebröd,5,64.07
587,Gustaf's Knäckebröd,5,35.75
588,Gustaf's Knäckebröd,5,33.21
589,Singaporean Hokkien Fried Mee,5,43.53
590,Gustaf's Knäckebröd,5,98.18
591,Gustaf's Knäckebröd,5,80.55
592,Queso Manchego La Pastora,5,26.68
593,Singaporean Hokkien Fried Mee,5,69.06
594,Gustaf's Knäckebröd,5,76.43
595,Singaporean Hokkien Fried Mee,5,35.14
596,Singaporean Hokkien Fried Mee,5,23.25
597,Queso Manchego La Pastora,5,90.63
598,Singaporean Hokkien Fried Mee,5,88.16
599,Queso Manchego La Pastora,5,97.39
600,Gustaf's Knäckebröd,5,39.15
601,Queso Manchego La Pastora,5,56.51
602,Singaporean Hokkien Fried Mee,5,49.32
603,Gustaf's Knäckebröd,5,18.81
604,Gustaf's Knäckebröd,5,42.17
605,Queso Manchego La Pastora,5,15
606,Singaporean Hokkien Fried Mee,5,91.83
607,Queso Manchego La Pastora,5,69.11
608,Singaporean Hokkien Fried Mee,5,74.3
609,Gustaf's Knäckebröd,5,94.05
610,Queso Manchego La Pastora,5,72.72
611,Singaporean Hokkien Fried Mee,5,35.48
612,Queso Manchego La Pastora,5,31.45
613,Queso Manchego La Pastora,5,46.36
614,Singaporean Hokkien Fried Mee,5,23.7
615,Gustaf's Knäckebröd,5,59.5
616,Queso Manchego La Pastora,5,97.51
617,Gustaf's Knäckebröd,5,57.68
618,Queso Manchego La Pastora,5,67.35
619,Queso Manchego La Pastora,5,97.31
620,Singaporean Hokkien Fried Mee,5,64.88
621,Queso Manchego La Pastora,5,55.73
622,Singaporean Hokkien Fried Mee,5,18.16
623,Queso Manchego La Pastora,5,35.98
624,Gustaf's Knäckebröd,5,15.9
625,Singaporean Hokkien Fried Mee,5,54.46
626,Queso Manchego La Pastora,5,34.16
627,Gustaf's Knäckebröd,5,88.94
628,Singaporean Hokkien Fried Mee,5,85.73
629,Singaporean Hokkien Fried Mee,5,51.73
630,Gustaf's Knäckebröd,5,65.91
631,Gustaf's Knäckebröd,5,35.34
632,Queso Manchego La Pastora,5,17.64
633,Queso Manchego La Pastora,5,49.05
634,Singaporean Hokkien Fried Mee,5,96.42
635,Queso Manchego La Pastora,5,59.5
636,Gustaf's Knäckebröd,5,37.66
637,Gustaf's Knäckebröd,5,40.41
638,Queso Manchego La Pastora,5,12.88
639,Gustaf's Knäckebröd,5,37.75
640,Singaporean Hokkien Fried Mee,5,49.76
641,Queso Manchego La Pastora,5,31.59
642,Queso Manchego La Pastora,5,11.13
643,Singaporean Hokkien Fried Mee,5,59.78
644,Gustaf's Knäckebröd,5,60.36
645,Gustaf's Knäckebröd,5,76.27
646,Gustaf's Knäckebröd,5,89.2
647,Singaporean Hokkien Fried Mee,5,41.22
648,Singaporean Hokkien Fried Mee,5,71.18
649,Singaporean Hokkien Fried Mee,5,54.58
650,Gustaf's Knäckebröd,5,25.53
651,Singaporean Hokkien Fried Mee,5,39.76
652,Gustaf's Knäckebröd,5,88.52
653,Gustaf's Knäckebröd,5,90.19
654,Singaporean Hokkien Fried Mee,5,15.03
655,Gustaf's Knäckebröd,5,44.97
656,Gustaf's Knäckebröd,5,98.63
657,Singaporean Hokkien Fried Mee,5,88.82
658,Gustaf's Knäckebröd,5,17.74
659,Singaporean Hokkien Fried Mee,5,12.76
660,Singaporean Hokkien Fried Mee,5,100.94
661,Gustaf's Knäckebröd,5,42.96
662,Queso Manchego La Pastora,5,55.6
663,Gustaf's Knäckebröd,5,37.35
664,Queso Manchego La Pastora,5,70.52
665,Queso Manchego La Pastora,5,50.63
666,Singaporean Hokkien Fried Mee,5,90.71
667,Gustaf's Knäckebröd,5,71.16
668,Gustaf's Knäckebröd,5,84.68
669,Gustaf's Knäckebröd,5,70.23
670,Singaporean Hokkien Fried Mee,5,69.87
671,Gustaf's Knäckebröd,5,32.81
672,Singaporean Hokkien Fried Mee,5,59.2
673,Gustaf's Knäckebröd,5,68.66
674,Gustaf's Knäckebröd,5,36.58
675,Singaporean Hokkien Fried Mee,5,24.95
676,Gustaf's Knäckebröd,5,16.48
677,Queso Manchego La Pastora,5,43.44
678,Singaporean Hokkien Fried Mee,5,43.83
679,Singaporean Hokkien Fried Mee,5,73.67
680,Gustaf's Knäckebröd,5,26.15
681,Singaporean Hokkien Fried Mee,5,70.39
682,Singaporean Hokkien Fried Mee,5,65.64
683,Queso Manchego La Pastora,5,10.63
684,Gustaf's Knäckebröd,5,53.37
685,Queso Manchego La Pastora,5,66.49
686,Singaporean Hokkien Fried Mee,5,27.46
687,Singaporean Hokkien Fried Mee,5,90.71
688,Gustaf's Knäckebröd,5,15.46
689,Gustaf's Knäckebröd,5,16.94
690,Queso Manchego La Pastora,5,79.42
691,Singaporean Hokkien Fried Mee,5,90.73
692,Singaporean Hokkien Fried Mee,5,15.41
693,Queso Manchego La Pastora,5,33.89
694,Singaporean Hokkien Fried Mee,5,57.4
695,Singaporean Hokkien Fried Mee,5,49.3
696,Gustaf's Knäckebröd,5,79.37
697,Singaporean Hokkien Fried Mee,5,16.69
698,Singaporean Hokkien Fried Mee,5,83.18
699,Gustaf's Knäckebröd,5,91.32
700,Queso Manchego La Pastora,5,96.62
701,Singaporean Hokkien Fried Mee,5,71.46
702,Gustaf's Knäckebröd,5,17.9
703,Queso Manchego La Pastora,5,15.9
704,Singaporean Hokkien Fried Mee,5,74.14
705,Singaporean Hokkien Fried Mee,5,33.76
706,Queso Manchego La Pastora,5,62.09
707,Queso Manchego La Pastora,5,98.59
708,Queso Manchego La Pastora,5,50.09
709,Gustaf's Knäckebröd,5,63.46
710,Singaporean Hokkien Fried Mee,5,31.56
711,Queso Manchego La Pastora,5,49.08
712,Gustaf's Knäckebröd,5,64.97
713,Singaporean Hokkien Fried Mee,5,57.62
714,Queso Manchego La Pastora,5,92.6
715,Queso Manchego La Pastora,5,36.6
716,Gustaf's Knäckebröd,5,17.38
717,Gustaf's Knäckebröd,5,13.33
718,Singaporean Hokkien Fried Mee,5,95.57
719,Singaporean Hokkien Fried Mee,5,46.08
720,Queso Manchego La Pastora,5,68.14
721,Gustaf's Knäckebröd,5,37.23
722,Queso Manchego La Pastora,5,30.78
723,Singaporean Hokkien Fried Mee,5,61.59
724,Gustaf's Knäckebröd,5,100.46
725,Singaporean Hokkien Fried Mee,5,11.63
726,Singaporean Hokkien Fried Mee,5,33.18
727,Queso Manchego La Pastora,5,27.9
728,Singaporean Hokkien Fried Mee,5,29.72
729,Gustaf's Knäckebröd,5,37.42
730,Gustaf's Knäckebröd,5,17.19
731,Singaporean Hokkien Fried Mee,5,39.07
732,Queso Manchego La Pastora,5,54.6
733,Queso Manchego La Pastora,5,93.71
734,Singaporean Hokkien Fried Mee,5,49.6
735,Queso Manchego La Pastora,5,47.2
736,Singaporean Hokkien Fried Mee,5,61
737,Singaporean Hokkien Fried Mee,5,50.36
738,Gustaf's Knäckebröd,5,21.84
739,Gustaf's Knäckebröd,5,66.18
740,Gustaf's Knäckebröd,5,58.62
741,Singaporean Hokkien Fried Mee,5,55.89
742,Queso Manchego La Pastora,5,85.33
743,Queso Manchego La Pastora,5,46.95
744,Gustaf's Knäckebröd,5,56.33
745,Queso Manchego La Pastora,5,56.53
746,Queso Manchego La Pastora,5,16.07
747,Queso Manchego La Pastora,5,32.44
748,Queso Manchego La Pastora,5,19.96
749,Singaporean Hokkien Fried Mee,5,24.13
750,Gustaf's Knäckebröd,5,88.87
751,Gustaf's Knäckebröd,5,43.16
752,Queso Manchego La Pastora,5,48.04
753,Queso Manchego La Pastora,5,18.5
754,Gustaf's Knäckebröd,5,29.24
755,Singaporean Hokkien Fried Mee,5,41.43
756,Queso Manchego La Pastora,5,49.96
757,Queso Manchego La Pastora,5,36.97
758,Gustaf's Knäckebröd,5,69.2
759,Singaporean Hokkien Fried Mee,5,12.56
760,Gustaf's Knäckebröd,5,22.22
761,Singaporean Hokkien Fried Mee,5,43.02
762,Singaporean Hokkien Fried Mee,5,57.87
763,Gustaf's Knäckebröd,5,36.42
764,Singaporean Hokkien Fried Mee,5,57.54
765,Singaporean Hokkien Fried Mee,5,34.51
766,Gustaf's Knäckebröd,5,53.47
767,Queso Manchego La Pastora,5,28.53
768,Gustaf's Knäckebröd,5,89.43
769,Gustaf's Knäckebröd,5,20.62
770,Gustaf's Knäckebröd,5,99.83
771,Gustaf's Knäckebröd,5,85.46
772,Singaporean Hokkien Fried Mee,5,61.26
773,Queso Manchego La Pastora,5,88.33
774,Queso Manchego La Pastora,5,36.09
775,Gustaf's Knäckebröd,5,93.62
776,Gustaf's Knäckebröd,5,65.66
777,Singaporean Hokkien Fried Mee,5,48.77
778,Gustaf's Knäckebröd,5,27.31
779,Gustaf's Knäckebröd,5,76.66
780,Gustaf's Knäckebröd,5,39.64
781,Gustaf's Knäckebröd,5,45.75
782,Gustaf's Knäckebröd,5,85.83
783,Singaporean Hokkien Fried Mee,5,84.11
784,Gustaf's Knäckebröd,5,90.3
785,Queso Manchego La Pastora,5,53.88
786,Gustaf's Knäckebröd,5,49.78
787,Singaporean Hokkien Fried Mee,5,27.1
788,Queso Manchego La Pastora,5,49.66
789,Singaporean Hokkien Fried Mee,5,31.04
790,Queso Manchego La Pastora,5,80.08
791,Queso Manchego La Pastora,5,65.92
792,Singaporean Hokkien Fried Mee,5,15.71
793,Singaporean Hokkien Fried Mee,5,30.77
